Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,source,Overs,Mdns,BBM,10
Imam-ul-Haq (PAK),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Imran Ali Butt (BAH),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Imran Farhat (PAK),2010-2011,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Imran Haider (ROM),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Imran Ismail (Moz),2019-2019,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Imran Nazir (PAK),2007-2012,25,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Imrul Kayes (BDESH),2010-2017,14,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
CA Ingram (SA),2010-2012,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
PJ Ingram (NZ),2010-2010,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Inzamam-ul-Haq (PAK),2006-2006,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
H Ivanov (),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SS Iyer (INDIA),2017-2019,14,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
KM Jadhav (INDIA),2015-2017,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Jahurul Islam (BDESH),2010-2013,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
S Jamil (Belg),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Javed Ahmadi (AFG),2012-2017,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
CU Jayasinghe (SL),2009-2010,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
JW Jenner (JER),2019-2019,17,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
JS Jesani (KENYA),2007-2007,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
K Jethi (CAN),2008-2008,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
GO Jones (ENG),2005-2006,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
C Jonker (SA),2018-2018,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
S Jora (NEPAL),2019-2019,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
HJ Jordaan (THAI),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
GJ Joseph (Blz),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
K Joshi (Aut),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
EC Joyce (ENG/IRE),2006-2014,18,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Junaid Siddique (BDESH),2007-2012,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
S Jyoti (CAN),2008-2008,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
G Kaltongga (VAN),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Kamran Akmal (PAK),2006-2017,58,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SHT Kandamby (SL),2008-2011,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
CK Kapugedera (SL),2006-2017,43,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
IA Karim (KENYA),2013-2019,16,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
KD Karthik (ICC/INDIA),2006-2019,32,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SM Katich (AUS),2005-2006,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
I Katzarski (),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
HB Kayondo (UGA),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AN Kervezee (NL),2009-2012,10,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
S Keshvani (CAN),2010-2010,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
RWT Key (ENG),2009-2009,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SP Khakurel (NEPAL),2014-2015,8,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Khalid Latif (PAK),2008-2016,13,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
UT Khawaja (AUS),2016-2016,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Khizer Ahmed (NOR),2019-2019,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
N Khosla (MALTA),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Khurram Manzoor (PAK),2016-2016,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Khurram Nawaz (OMAN),2017-2019,18,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Khushdil Shah (PAK),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
C Kieswetter (ENG),2010-2012,25,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
TCR Kimber (GUE),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
BA King (WI),2019-2019,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
NR Kirton (CAN),2019-2019,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
H Klaasen (SA),2018-2019,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
M Klinger (AUS),2017-2017,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
EB Knowles (CZK-R),2019-2019,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
MF Koc (TKY),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
JP Kotze (NAM),2019-2019,12,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
HG Kuhn (SA),2009-2017,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
HGJM Kulatunga (SL),2008-2008,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Kuldeep Singh (PHI),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
T Langa (VAN),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
TWM Latham (NZ),2012-2017,13,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
RE Levi (SA),2012-2012,13,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
E Lewis (WI),2016-2019,29,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Liton Das (BDESH),2015-2019,25,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
LS Livingstone (ENG),2017-2017,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
K Loday (BHU),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
L Louwrens (NAM),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
MJ Lumb (ENG),2010-2014,27,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
CA Lynn (AUS),2014-2018,18,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
NFI McCallum (SCOT),2007-2010,11,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
BB McCullum (NZ),2005-2015,71,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
BR McDermott (AUS),2018-2019,12,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
PD McGlashan (NZ),2006-2010,11,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
ND McKenzie (SA),2006-2009,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
CD McMillan (NZ),2005-2007,8,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
NJ Maddinson (AUS),2013-2018,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
RP Magar (NEPAL),2014-2015,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
JN Malan (SA),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
JS Malhotra (USA),2019-2019,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
G Malla (NEPAL),2014-2019,24,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mamoon Latif (Belg),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
G Manan (ROM),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AK Mandal (NEPAL),2015-2015,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mandeep Singh (INDIA),2016-2016,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
A Manousis (),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Manpreet Singh (ITA),2019-2019,8,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Manpreet Singh (SGP),2019-2019,12,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AK Markram (SA),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SE Marsh (AUS),2008-2016,15,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
HJH Marshall (NZ),2005-2006,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
JAH Marshall (NZ),2005-2008,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
XM Marshall (USA/WI),2008-2019,13,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
DR Martyn (AUS),2005-2006,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
I Master (Botsw),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
V Mbazo (Botsw),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
RD McCann (IRE),2012-2012,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SS McKechnie (HKG),2019-2019,10,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
GP Meade (ITA),2019-2019,8,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
M Meade (Chile),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
J Mees (LUX),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AS Mehmi (),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
BKG Mendis (SL),2016-2019,24,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
JH Mensah (Ghana),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mian Mehmood (PORT),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Michael Nazir (MALTA),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
DA Miller (SA/World),2010-2019,72,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mirza Ahsan (Aut),2019-2019,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Misbah-ul-Haq (PAK),2007-2012,39,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohamed Azzam (Mald),2019-2019,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohamed Rishwan (Mald),2019-2019,11,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammad Amin (KUW),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammad Iqbal (CAN),2008-2008,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammad Mithun (BDESH),2014-2019,14,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammad Naim (BDESH),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammad Qazi (CAN),2008-2008,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammed Rizlan (QAT),2019-2019,15,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammad Rizwan (PAK),2015-2019,16,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammad Salman (PAK),2011-2011,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammad Shahzad (AFG),2010-2018,65,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammad Yousuf (PAK),2006-2010,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mohammed Nurji (MWI),2019-2019,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AK Mohan (Fin),2019-2019,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
GMC Mol (NL),2008-2008,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
D Mongia (INDIA),2006-2006,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
PJ Moor (ZIM),2016-2019,21,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
VV Morea (PNG),2015-2017,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
EJG Morgan (ENG),2009-2019,86,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
RS Morton (WI),2006-2010,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
M Mosehle (SA),2017-2017,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
K Motlhanka (Botsw),2019-2019,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Muaviath Ganee (Mald),2019-2019,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mudassar Muhammad (GER),2019-2019,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Muhammad Amir (MAL),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Muhammad Awais (),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Muhammad Hamayun (Saudi),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Muhammad Kaleem (UAE),2016-2016,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Muhammad Khurram (MWI),2019-2019,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Muhammad Usman (UAE),2016-2019,34,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mukhtar Ahmed (PAK),2015-2015,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mukhtiar Singh (ESP),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AA Mulla (CAN),2008-2008,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Munir Dar (HKG),2014-2014,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
C Munoz-Mills (ESP),2019-2019,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
HG Munsey (SCOT),2015-2019,38,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
G Murali (CRC),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
D Murphy (SCOT),2013-2013,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
TK Musakanda (ZIM),2018-2018,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Mushfiqur Rahim (BDESH),2006-2019,84,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
P Mustard (ENG),2008-2008,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
F Mutizwa (ZIM),2011-2012,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
R Mutumbami (ZIM),2015-2019,22,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
M Mwamadi (MWI),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SJ Myburgh (NL),2012-2019,33,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Nadif Chowdhury (BDESH),2006-2007,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Najeeb Tarakai (AFG),2014-2019,12,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Najibullah Zadran (AFG),2012-2019,57,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Naseem Khushi (OMAN),2017-2019,10,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Nasir Jamshed (PAK),2012-2013,18,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Nauman Anwar (PAK),2015-2015,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Nawazish Jezuli (Saudi),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Nazimuddin (BDESH),2007-2008,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Najmul Hossain Shanto (BDESH),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Nazmus Sadat (BDESH),2006-2006,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Nazwan Ismail (Mald),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
PM Nevill (AUS),2016-2016,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
OE Newey (GUE),2019-2019,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
HM Nicholls (NZ),2016-2019,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
G Nikitas (),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
PA Nixon (ENG),2007-2007,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
ML Nkala (ZIM),2006-2006,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
F Nkhoma (MWI),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Noor Ali Zadran (AFG),2010-2017,20,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Noor Momand (Belg),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
MJ North (AUS),2009-2009,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Nurul Hasan (BDESH),2016-2017,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AA Obanda (KENYA),2007-2019,30,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
NJ O'Brien (IRE),2008-2016,30,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
DO Obuya (KENYA),2007-2012,10,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
NV Ojha (INDIA),2010-2010,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AA Onikoyi (NGA),2019-2019,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
CN Onwuzulike (NGA),2019-2019,9,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
KO Otieno (KENYA),2008-2008,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
A Otwani (UGA),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
MA Ouma (KENYA),2007-2013,22,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SD Outerbridge (BMUDA),2008-2008,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Ovais Yousof (NGA),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
VS Padhaal (Fin),2019-2019,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
TD Paine (AUS/World),2009-2017,12,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
K Pala (PNG),2015-2015,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
I Pandey (NEPAL),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
MK Pandey (INDIA),2015-2019,32,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
RR Pant (INDIA),2017-2019,26,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AE Paraam (SGP),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
BA Parchment (WI),2007-2007,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
M Patel (PNM),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
M Patel (Chile),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
MD Patel (USA),2019-2019,8,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
PA Patel (INDIA),2011-2011,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
RN Patel (KENYA),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SP Patil (UAE),2014-2016,18,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
RK Paudel (NEPAL),2019-2019,11,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
BBJL Perera (ITA),2019-2019,8,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
MDKJ Perera (SL),2013-2019,42,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SL Perera (Ghana),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
WKD Perkins (WI),2008-2008,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AN Petersen (SA),2010-2010,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
T Phaswana (Botsw),2019-2019,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
GD Phillips (NZ),2017-2018,11,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
R Pillai (GER),2019-2019,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
LA Pomersbach (AUS),2007-2007,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
RT Ponting (AUS),2005-2009,17,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
NS Poonia (SCOT),2007-2010,8,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
N Pooran (WI),2016-2019,16,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
WTS Porterfield (IRE),2008-2018,61,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
VRCF Poubel (),2019-2019,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
A Poulose (OMAN),2017-2017,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
KOA Powell (WI),2014-2014,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AD Poynter (IRE),2012-2016,19,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SW Poynter (IRE),2015-2019,25,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
H Pragji (Botsw),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AG Prince (SA),2005-2005,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
MJ Prior (ENG),2007-2010,10,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
SMA Priyanjan (SL),2017-2017,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Qalandar Khan (QAT),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
S Qeshile (SA),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Raees Ahmadzai (AFG),2010-2010,8,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Rafatullah Mohmand (PAK),2015-2015,3,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AM Rahane (INDIA),2011-2016,20,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Rahmanullah Gurbaz (AFG),2019-2019,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Rahman Ademi (Serb),2019-2019,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
KL Rahul (INDIA),2016-2019,34,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
PBB Rajapaksa (SL),2019-2019,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
D Ramdin (WI),2006-2019,71,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Rameez Raja (2) (PAK),2011-2011,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Rameez Shahzad (UAE),2016-2019,22,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Aminuddin Ramly (MAL),2019-2019,10,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
DA Rankin (IRE),2015-2016,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Raqibul Hasan (BDESH),2008-2010,5,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Ravinderpal Singh (CAN),2019-2019,12,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
AT Rayudu (INDIA),2014-2016,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Razmal Shigiwal (Aut),2019-2019,4,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
CMW Read (ENG),2006-2006,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
NJ Reardon (AUS),2014-2014,2,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
DJ Reekers (NL),2008-2009,6,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
Rehman Abdul (ITA),2019-2019,7,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
FL Reifer (WI),2009-2009,1,-,,-,-,-,-,-,-,-,-,Bowling_t20.csv,-,-,,
